File Name,Status,Output 224x224,Output Labeled,Scalogram Shape,PD Type
pulse4_corona26.mat,Processed,corona_pulse69_224x224.png,,"(224, 224, 3)",corona
pulse4_corona28.mat,Processed,corona_pulse70_224x224.png,,"(224, 224, 3)",corona
pulse4_corona4.mat,Processed,corona_pulse71_224x224.png,,"(224, 224, 3)",corona
pulse4_corona9.mat,Processed,corona_pulse72_224x224.png,,"(224, 224, 3)",corona
pulse5_corona1.mat,Processed,corona_pulse73_224x224.png,,"(224, 224, 3)",corona
pulse5_corona10.mat,Processed,corona_pulse74_224x224.png,,"(224, 224, 3)",corona
pulse5_corona11.mat,Processed,corona_pulse75_224x224.png,,"(224, 224, 3)",corona
pulse5_corona12.mat,Processed,corona_pulse76_224x224.png,,"(224, 224, 3)",corona
pulse5_corona2.mat,Processed,corona_pulse77_224x224.png,,"(224, 224, 3)",corona
pulse5_corona21.mat,Processed,corona_pulse78_224x224.png,,"(224, 224, 3)",corona
pulse5_corona23.mat,Processed,corona_pulse79_224x224.png,,"(224, 224, 3)",corona
pulse5_corona24.mat,Processed,corona_pulse80_224x224.png,,"(224, 224, 3)",corona
pulse5_corona4.mat,Processed,corona_pulse81_224x224.png,,"(224, 224, 3)",corona
pulse6_corona1.mat,Processed,corona_pulse82_224x224.png,,"(224, 224, 3)",corona
pulse6_corona10.mat,Processed,corona_pulse83_224x224.png,,"(224, 224, 3)",corona
pulse6_corona11.mat,Processed,corona_pulse84_224x224.png,,"(224, 224, 3)",corona
pulse6_corona2.mat,Processed,corona_pulse85_224x224.png,,"(224, 224, 3)",corona
pulse6_corona21.mat,Processed,corona_pulse86_224x224.png,,"(224, 224, 3)",corona
pulse6_corona23.mat,Processed,corona_pulse87_224x224.png,,"(224, 224, 3)",corona
pulse6_corona24.mat,Processed,corona_pulse88_224x224.png,,"(224, 224, 3)",corona
pulse7_corona2.mat,Processed,corona_pulse89_224x224.png,,"(224, 224, 3)",corona
pulse7_corona21.mat,Processed,corona_pulse90_224x224.png,,"(224, 224, 3)",corona
pulse7_corona23.mat,Processed,corona_pulse91_224x224.png,,"(224, 224, 3)",corona
pulse7_corona24.mat,Processed,corona_pulse92_224x224.png,,"(224, 224, 3)",corona
pulse8_corona2.mat,Processed,corona_pulse93_224x224.png,,"(224, 224, 3)",corona
pulse8_corona23.mat,Processed,corona_pulse94_224x224.png,,"(224, 224, 3)",corona
pulse8_corona24.mat,Processed,corona_pulse95_224x224.png,,"(224, 224, 3)",corona
pulse9_corona23.mat,Processed,corona_pulse96_224x224.png,,"(224, 224, 3)",corona
pulse9_corona24.mat,Processed,corona_pulse97_224x224.png,,"(224, 224, 3)",corona
